SMILES,database,MolLogP,Acceptor_Count,Donor_Count,NumRotatableBonds,RingCount,MolWt,Experimental IC50 (log10),pdCSM-PPI
OC[C@H]1CCCC[C@H]1COC2(N(Cc3ccc(cc3)[N+](=O)[O-])C(=O)c4ccccc24)c5ccc(Cl)cc5,timbal,5.9206,3,2,8,5,521.013,6.24412514432751,6.26
CC(C)C1=C(SC2=N[C@H]([C@H](N12)c3ccc(Cl)cc3)c4ccc(Cl)cc4)C(=O)N5C[C@@H](C)N[C@@H](C)C5,timbal,6.2706,1,3,4,5,529.537,6.85387196432176,6.51
COCCOCCN1C(=O)[C@@H](N(Cc2ccc(Cl)cc2O)C(=O)c3cc(I)ccc13)c4ccc(Cl)cc4,timbal,5.6969,5,2,9,4,655.316,5.61261017366127,5.27
Clc1ccc(cc1)[C@@H]2N=C3SC(=C(C4CC4)N3[C@@H]2c5ccc(Cl)cc5)C(=O)N6CCNC(=O)C6,timbal,4.7742,2,3,4,6,513.45,5.02227639471115,6.19
CC(C)C1=C(SC2=N[C@H]([C@H](N12)c3ccc(Cl)cc3)c4ccc(Cl)cc4)C(=O)N5CCC(CC5)C(=O)N(C)C,timbal,6.3886,2,3,5,5,571.574,5.35654732351381,7.31
OCC#CCOC1(N(Cc2ccc(cc2)[N+](=O)[O-])C(=O)c3ccccc13)c4ccc(Cl)cc4,timbal,4.1176,3,2,6,4,462.889,6.18045606445813,6.31
CCCN1C(=O)c2ccccc2C1(O)c3ccc(Cl)cc3,timbal,3.3992,2,2,3,3,301.773,4.16115090926274,5.1
OCC1(COC2(N(Cc3cccc4ccccc34)C(=O)c5ccccc25)c6ccc(Cl)cc6)CC1,timbal,6.1394,3,2,7,6,483.995,4.30980391997149,5.75
COC(=O)c1ccc(CN2C(=O)c3ccccc3C2(O)c4ccc(Cl)cc4)cc1,timbal,3.976,4,2,4,4,407.853,4.95860731484177,5.56
OCCCCOC1(N(Cc2ccc(cc2)C#N)C(=O)c3ccccc13)c4ccc(Cl)cc4,timbal,4.85788,3,2,8,4,446.934,5.45593195564972,5.3
OC[C@@H]1CC[C@@H](COC2(N(Cc3ccc(cc3)[N+](=O)[O-])C(=O)c4ccccc24)c5ccc(Cl)cc5)CC1,timbal,5.9206,3,2,8,5,521.013,6.23657200643706,6.31
CC(C)(CO)COC1(N(Cc2ccc(cc2)[N+](=O)[O-])C(=O)c3ccccc13)c4ccc(Cl)cc4,timbal,5.1404,3,2,8,4,480.948,6.39794000867204,6.22
COc1c(C)c(CCN(C)C)c2SSSSSc2c1OC,timbal,5.17372,2,1,5,2,381.635,3.91793306571489,4.51
COc1cc(CCN(C)C)c2SSSSSc2c1O,timbal,4.5623,2,2,4,2,353.581,4.23210238398191,4.86
OC1(N(Cc2cccc3ccccc23)C(=O)c4ccccc14)c5ccc(Cl)cc5,timbal,5.3426,2,2,3,5,399.877,4.32790214206428,5.03
OC(=O)CCCCN1C(=O)[C@@H](N(C(C2CC2)c3ccc(Cl)cc3)C(=O)c4cc(I)ccc14)c5ccc(Cl)cc5,timbal,7.5343,4,2,9,5,677.366,5.6675615400844,5.65
COCCOCCN1C(=O)[C@@H](N(Cc2ccc(Cl)nc2N)C(=O)c3cc(I)ccc13)c4ccc(Cl)cc4,timbal,4.9685,5,2,9,4,655.32,4.93554201077308,5.58
COCCOCCNC(=O)[C@@H]1N[C@H](CC(C)(C)C)[C@@]2([C@H]1c3cccc(Cl)c3F)C(=O)Nc4cc(Cl)ccc24,timbal,4.662,5,3,9,4,566.501,7.48945498979339,7.24
CC(C)(C)C[C@H]1N[C@H]([C@H](c2cccc(Cl)c2F)[C@@]13C(=O)Nc4cc(Cl)ccc34)C(=O)NCC[C@H](O)CO,timbal,3.7423,5,5,7,4,552.474,7.7851561519523,6.93
CN(C)CCN1C(=O)C(N(C(C(=O)O)c2ccc(Cl)cc2)C(=O)c3cc(I)ccc13)c4ccc(Cl)cc4,timbal,5.5156,4,3,7,4,652.316,4.44369749923271,5.42
CSC1=C(CCN)c2nc3ccccc3c4ccnc(C1=O)c24,timbal,3.4022,3,1,3,4,321.405,3.99439055463972,4.65
OC\C=C/COC1(N(Cc2ccc(cc2)[N+](=O)[O-])C(=O)c3ccccc13)c4ccc(Cl)cc4,timbal,4.6704,3,2,8,4,464.905,6.39794000867204,6.18
CN1CCC(CCNC(=O)[C@@H]2N[C@H](CC(C)(C)C)[C@@]3([C@H]2c4cccc(Cl)c4F)C(=O)Nc5cc(Cl)ccc35)CC1,timbal,5.7309,3,4,6,5,589.583,7.48945498979339,7.46
CCOc1cc(ccc1C1=N[C@](C)([C@H](N1C(=O)N1CCN(CCCS(C)(=O)=O)CC1)c1ccc(Cl)cc1)c1ccc(Cl)cc1)C(C)(C)C,ippidb,7.5808,4,3,9,5,713.772,6.6345120151,7.04
CCOc1cc(ccc1C1=N[C@@](CC)(c2ccc(Cl)cc2)[C@](CC)(N1C(=O)N1CCN(CCCS(C)(=O)=O)CC1)c1ccc(Cl)cc1)C(C)(C)C,ippidb,8.5351,4,3,11,5,755.853,5.6649434806,7.39
COCCOc1ccccc1N1CCN(CC1)C(=O)[C@@]1(CCCN(C1)C(=O)c1cnccc1C(F)(F)F)Oc1ccc(cc1)C(F)(F)F,ippidb,5.547,6,2,9,5,680.646,6.7721132954,7.17
C[C@]1(CC(O)=O)C[C@@H]([C@H](N(C1=O)c1ccccc1)c1ccc(Cl)cc1)c1cccc(Cl)c1,ippidb,6.7362,3,1,5,4,468.38,8.3979400087,7.88
C[C@]1(CC(O)=O)C[C@@H]([C@H](N(C1=O)c1ccccn1)c1ccc(Cl)cc1)c1cccc(Cl)c1,ippidb,6.1312,4,1,5,4,469.368,7.8860566477,8
CCC(N1[C@@H]([C@H](C[C@](C)(CC(O)=O)C1=O)c1cccc(Cl)c1)c1ccc(Cl)cc1)c1nccs1,ippidb,7.1394,4,2,7,4,517.478,8.2218487496,7.97
CCC(N1[C@@H]([C@H](C[C@](C)(CC(O)=O)C1=O)c1cccc(Cl)c1)c1ccc(Cl)cc1)c1cnco1,ippidb,6.6709,4,2,7,4,501.41,8.096910013,7.96
CCC(C1CCCO1)N1[C@@H]([C@H](C[C@](C)(CC(O)=O)C1=O)c1cccc(Cl)c1)c1ccc(Cl)cc1,ippidb,6.4892,4,2,7,4,504.454,9,8.13
OC(=O)CN1CC[C@H]2[C@@H]1[C@H](c1cccc(Cl)c1)[C@@]1(N2CC2CC2)C(=O)Nc2cc(Cl)ccc12,ippidb,4.1777,3,4,5,6,486.399,7.096910013,6.6
CCOc1cccc(CN2[C@@H](C)[C@@H](N)[C@H](c3cccc(Cl)c3F)[C@]22C(=O)Nc3cc(Cl)ccc23)c1,ippidb,5.694,3,3,5,5,514.428,6.0867160982,7.15
CC(C)(C)CN1C[C@@H](N)[C@H](c2cccc(Cl)c2)[C@]11C(=O)Nc2cc(Cl)ccc12,ippidb,4.6136,1,3,2,4,418.368,7.468521083,6.42
OC(=O)c1ccc(cc1)[C@H]1C[C@H]2[C@@H](N1)[C@H](c1cccc(Cl)c1F)[C@@]1(N2CC2CC2)C(=O)Nc2cc(Cl)ccc12,ippidb,5.9593,4,4,5,7,566.46,8.3979400087,7.2
CC[C@@H](C)Oc1cc2[C@@H](N(C(=O)Cc2cc1OC)c1ccc(cc1)N(C)Cc1ccncc1)c1ccc(Cl)cc1,ippidb,7.236,4,0,9,5,556.106,8.096910013,5.41
COc1cc2CC(=O)N([C@@H](c3ccc(Cl)cc3)c2cc1OC(C)C)c1ccc(cc1)N(C)C[C@H]1CC[C@@H](CC1)N1CCN(C)C(=O)C1,ippidb,6.5835,4,2,9,6,659.271,8.7695510786,6.4
CC[C@@H](CO)N1[C@@H]([C@@H](O[C@@H](CC(O)=O)C1=O)c1cccc(Cl)c1)c1ccc(Cl)cc1,ippidb,4.2488,5,3,7,3,452.334,6.214670165,7.16
CNCC[C@@H]1O[C@H]([C@H](N(CC2CC2)C1=O)c1ccc(Cl)cc1)c1cccc(Cl)c1,ippidb,5.0227,2,2,7,4,433.379,5.0043648054,5.94
Clc1ccc(cc1)[C@@H]1[C@@H](O[C@@H](CC=C)C(=O)N1CC1CC1)c1cccc(Cl)c1,ippidb,5.9893,2,1,6,4,416.348,6.5228787453,5.79
Clc1ccc(cc1)[C@@H]1[C@@H](OCC(=O)N1CC1CC1)c1cccc(Cl)c1,ippidb,5.0446,2,1,4,4,376.283,5.7447274949,6.22
CN1[C@@H]([C@@H](OCC1=O)c1cccc(Cl)c1)c1ccc(Cl)cc1,ippidb,4.2644,2,1,2,3,336.218,5.7447274949,5.26
CCC[C@@H](N1[C@@H]([C@@H](O[C@@H](Cc2ccc(F)cc2)C1=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1)C(O)=O,ippidb,6.6383,5,2,8,4,530.423,5.5376020021,6.74
COc1cccc(C[C@@H]2O[C@H]([C@H](N(C)C2=O)c2ccc(Br)cc2)c2ccc(Br)cc2)c1,ippidb,6.1025,3,1,5,4,545.271,5.6777807053,5.99
CN1[C@@H]([C@@H](O[C@@H](Cc2ccccc2)C1=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1,ippidb,5.8757,2,1,4,4,426.343,5.7447274949,5.89
CN1[C@@H]([C@@H](OCC1=O)c1ccc(Br)cc1)c1ccc(Br)cc1,ippidb,4.4826,2,1,2,3,425.12,5.2676062402,5.69
CC(C)N[C@@H]1CC[C@@H]([C@@H](C1)c1ccc(Cl)cc1)c1ccc(Cl)cc1,ippidb,6.4113,0,1,4,3,362.344,4.8507808873,5.97
Cc1c(Cl)ccc2c(C=C3NC(=O)N(C(C(=O)NC(CO)CO)c4ccc(F)c(F)c4)C3=O)c[nH]c12,ippidb,2.51132,7,6,7,4,518.904,7.7619538969,6.29
Cc1c(Cl)ccc2c(C=C3NC(=O)N(Cc4ccc(F)c(F)c4)C3=O)c[nH]c12,ippidb,4.50082,4,3,3,4,401.8,7.4814860601,6.16
CC[C@H](N1[C@@H]([C@H](C[C@H](CC(O)=O)C1=O)c2cccc(Cl)c2)c3ccc(Cl)cc3)C(=O)OC(C)(C)C,ippidb,6.2618,5,2,7,3,520.453,8.3665315444,7.23
COc1ccc(C2=N[C@H]([C@H](N2C(=O)N2CCN(CC2)C(C)=O)c2ccc(Cl)cc2)c2ccc(Cl)cc2)c(OC(C)C)c1,ippidb,6.6181,4,3,6,5,609.554,6.59,6.75
Cc1ccc(Cl)cc1-n1c(CC(C)(C)C)nc(-c2nn[nH]n2)c1-c1ccc(F)c(Cl)c1,ippidb,6.06232,5,3,4,4,459.356,7.25,6.79
Cc1cc(Nc2ccc(NCCc3c[nH]c4ccccc34)cc2)c2cc(CO)ccc2n1,ippidb,5.91502,2,4,7,5,422.532,6.7,7.13
CCOc1cc(ccc1C1=N[C@H]([C@@H](N1C(=O)N1CCC(CC1)n1c2ccccc2[nH]c1=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1)C(F)(F)F,ippidb,9.0558,3,4,6,7,722.595,6.1,7.36
COc1ccc(Cl)cc1-c1c(nc(-c2cccc(C)c2)n1-c1cc(Cl)ccc1C)-c1nnn[nH]1,ippidb,6.31864,5,3,5,5,491.382,6.8,6.31
Cc1cccc(c1)-c1nc(C(O)=O)c(-c2cc(Cl)ccc2O)n1-c1cc(Cl)ccc1C,ippidb,6.53374,4,2,4,4,453.325,6.7,6.78
COCc1cc(Nc2ccc(NCCc3c[nH]c4ccccc34)cc2)ccn1,ippidb,5.1075,2,3,8,4,372.472,6.4,6.17
CC(C)C[C@H]1N[C@H]([C@H](c2ccc(Cl)cc2)[C@@]11C(=O)Nc2cc(Cl)ccc12)C(=O)N(C)C,ippidb,4.4418,2,3,4,4,460.405,5.17,6.96
CCOc1nc(ncc1C1=N[C@H]([C@H](N1C(=O)N1CCN(CCS(C)(=O)=O)CC1)c1ccc(Cl)cc1)c1ccc(Cl)cc1)C(F)(F)F,ippidb,5.5279,6,3,8,5,699.583,5.54,6.96
Nc1nnc(o1)-c1nc(-c2ccsc2)n(c1-c1ccc(F)c(Cl)c1)-c1cccc(Cl)c1F,ippidb,6.485,5,1,4,5,490.322,8.57,7.84
CC(C)(C)Cc1nc(C(O)=O)c(-c2ccc(F)c(Cl)c2)n1-c1cccc(Cl)c1F,ippidb,6.4111,5,1,4,3,439.289,7.94,7.74
Cc1ccc(Cl)cc1-n1c(nc(-c2nn[nH]n2)c1-c1ccc(F)c(Cl)c1)C1CCCCC1,ippidb,6.52142,5,3,4,5,471.367,6.91,6.86
CNC(=O)c1nc(-c2ccccc2F)n(c1-c1cccc(Cl)c1)-c1cccc(Cl)c1,ippidb,6.0118,3,1,4,4,440.305,4.66,6.18
C(Cc1c[nH]c2ccccc12)Nc1ccc(Nc2ccnc3ccccc23)cc1,ippidb,6.1143,1,3,6,5,378.479,8,7.05
C(Cc1c[nH]c2ccccc12)Nc1ccc(cc1)N(c1ccncc1)c1ccncc1,ippidb,6.0823,2,2,7,5,405.505,6,6.94
CC(C)C1=C(SC2=N[C@](C)([C@H](N12)c1ccc(Cl)cc1)c1cccc(Cl)c1)C(=O)N(C)C,ippidb,6.3241,1,2,4,4,474.457,7.12,5.91
OCc1cc(Cl)ccc1Cn1cnc(c1-c1c[nH]c2cc(Cl)c(F)cc12)-c1ccccc1,ippidb,6.6849,3,2,5,5,466.343,6.96,6.07
C1Cc2cc(Nc3ccc(Nc4ccncc4)cc3)ccc2N1,ippidb,4.5368,1,3,4,4,302.381,6,6.42
Nc1cccc(c1)-c1cc(C(O)=O)c(-c2cccc(Cl)c2)n1-c1cccc(Cl)c1F,ippidb,6.5376,3,2,4,4,441.289,7.01,6.65
CN(C)CCNC(=O)Cc1ccc(Cl)c(F)c1-n1c(nc(-c2nnc(N)o2)c1-c1ccc(F)c(Cl)c1)C1CCCCC1,ippidb,6.0245,6,3,9,5,618.516,8.15,8.03
OCc1cc(Nc2ccc3N(CCc4c[nH]c5ccccc45)CCOc3c2)ccn1,ippidb,4.2403,3,3,6,5,400.482,6,5.52
OC(=O)c1nc(C2CCCCC2)n(c1-c1cc(Cl)c(F)cc1F)-c1cccc(Cl)c1F,ippidb,7.0093,6,1,4,4,469.29,8.29,7.46
FC(F)Oc1cccc(N[C@@]2(Cc3cccc(Cl)c3)C(=O)Nc3cc(Cl)ccc23)c1,ippidb,6.097,2,2,6,4,449.284,8.59,7.23
OCc1cc(Nc2ccc(NCCc3c[nH]c4cc(F)ccc34)cc2)ccn1,ippidb,4.5925,3,4,7,4,376.435,6,6.24
CCOc1cc(ccc1C1=N[C@H]([C@@H](N1C(=O)N(C)c1ccccn1)c1ccc(Cl)cc1)c1ccc(Cl)cc1)C(F)(F)F,ippidb,8.6071,3,1,6,5,613.467,5.37,7
Cc1cccc(c1)-c1nc(C(=O)NOCc2ccccc2)c(-c2cccc(Cl)c2)n1-c1cc(Cl)ccc1C,ippidb,7.99154,3,1,7,5,542.466,6.09,5.97
C[C@@H](N1[C@@H](c2ccc(Cl)cc2)C(=O)N(CCCCC(O)=O)C(=CC1=O)c1ccccc1Br)c1ccc(Cl)cc1,ippidb,7.525,4,3,9,4,630.366,5.44,7.03
CC(C)(C)C[C@@H]1N[C@H]([C@H](c2cccc(Cl)c2)[C@@]1(C#N)c1ccc(Cl)cc1)C(=O)NCCCCO,ippidb,5.20388,2,3,8,3,502.486,6.51,6.34
CC(C)(C)C[C@H]1N[C@H]([C@H](c2ccc(F)c(Cl)c2)[C@@]11C(=O)Nc2cc(Cl)c(F)cc12)C(=O)NCC(O)=O,ippidb,4.2227,6,4,5,4,540.394,6.46,7.05
CCOc1cc(ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@](C)(N1C(=O)N1CCN(CC(N)=O)CC1)c1ccc(Cl)cc1)S(=O)(=O)N1CCCC1,ippidb,5.2925,5,4,9,6,741.742,7.77,7.02
Clc1ccc(Cn2cnc(c2-c2c([nH]c3cc(Cl)ccc23)C(=O)NCCN2CCN(Cc3ccccn3)C2=O)-c2ccccc2)cc1,ippidb,7.1161,4,4,10,7,664.597,6.72,6.79
Fc1cc(Br)ccc1N[C@@]1(Cc2cccc(Cl)c2)C(=O)Nc2cc(Cl)ccc12,ippidb,6.3972,2,2,4,4,480.164,8.43,6.71
COc1ccc(Cl)cc1-c1c(nc(-c2cccc(C)c2)n1-c1cc(Cl)ccc1C)C#N,ippidb,7.01022,2,0,4,4,448.353,5.51,5.75
CN1CCN(Cc2ccc(Cl)cc2-c2c(nc(-c3ccccc3)n2-c2cccc(Cl)c2F)C(N)=O)CC1,ippidb,5.4985,3,3,6,5,538.454,7.04,6.76
CC(C)C1=C(SC2=N[C@](C)([C@H](N12)c1ccc(Cl)cc1)c1ccc(Cl)cc1)C(=O)N1CCC[C@H]1c1nnn[nH]1,ippidb,6.1127,4,5,5,6,568.534,6.71,6.85
C(Cc1coc2ccccc12)Nc1ccc(Nc2ccncc2)cc1,ippidb,5.226,1,2,6,4,329.403,5.49,5.77
CCOc1cc(ccc1C1=N[C@](C)([C@H](N1C(=O)N1CCN(CC1)C(C)=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1)C(C)(C)C,ippidb,7.6926,3,3,5,5,635.636,6.97,7.04
CCOc1cc(ccc1C1=N[C@H]([C@@H](N1C(=O)N1CCN(CC1)S(=O)(=O)C(C)C)c1ccc(Cl)cc1)c1ccc(Cl)cc1)C(F)(F)F,ippidb,7.4315,4,2,7,5,697.607,7,6.48
Cc1cc(Nc2ccncc2)ccc1NCCc1c[nH]c2ccccc12,ippidb,5.26952,1,3,6,4,342.446,6.8,6.82
CCOc1cc(ccc1C1=N[C@H]([C@H](N1C(=O)N1CCC(CC1)N1CCCC1)c1ccc(Cl)cc1)c1ccc(Cl)cc1)C(C)(C)C,ippidb,8.9146,2,3,6,6,647.691,7.62,7.01
CC(C)(CO)C1CCN(CC1)C(=O)[C@@H](Cc1c[nH]c2ccccc12)Nc1ccc(Nc2ccncc2)cc1,ippidb,5.5868,3,5,9,5,511.67,5.52,6.44
COC(CNC(=O)Cc1ccc(Cl)c(F)c1-n1c(nc(-c2nnc(N)o2)c1-c1ccc(F)c(Cl)c1)C1CCCCC1)OC,ippidb,6.0818,8,2,10,5,635.499,8.51,8.27
COc1ccc2c(CCNc3ccc(Nc4ccncc4)cc3)coc2c1,ippidb,5.2346,2,2,7,4,359.429,5.35,6.26
COC(=O)c1cc(Nc2ccc(NCCc3c[nH]c4ccccc34)cc2)cc(n1)C(=O)OC,ippidb,4.5343,5,3,8,4,444.491,6,5.86
CC#Cc1ccc2N(CCN3CCOCC3)C(=O)[C@@H](N([C@H](C)c3ccc(Cl)cc3N)C(=O)c2c1)c1ccc(Cl)cc1,ippidb,5.5705,3,3,6,5,591.539,6.1,5.71
C[C@@H](N1[C@@H](c2ccc(Cl)cc2)C(=O)N(CC(=O)N2CCOCC2)c2ccc(I)cc2C1=O)c1ccc(Cl)cc1,ippidb,5.7481,4,2,5,5,678.354,5.27,5.7
CC(C)(C)C[C@H]1N([C@H]([C@H](c2ccc(F)c(Cl)c2)[C@@]11C(=O)Nc2cc(Cl)c(F)cc12)C(=O)NCCN1CCOCC1)S(=O)(=O)C(F)(F)F,ippidb,5.0323,7,3,7,5,727.58,6.66,6.72
C[C@@H]1CN(CCc2c[nH]c3ccccc23)c2c(F)cc(Nc3ccnc4[C@H](O)CCc34)cc2O1,ippidb,5.2552,4,3,5,6,458.537,5.52,5.82
CN(C)CCCN(C)[C@H]1CCN(C1)C(=O)c1[nH]c2cc(Cl)ccc2c1-c1c(ncn1Cc1ccc(Cl)cc1)-c1ccccc1,ippidb,7.1515,2,4,10,6,629.636,7.82,6.75
COC(=O)c1cccc(c1)S(=O)(=O)N1[C@@H]([C@H](c2ccc(Cl)cc2)n2c1ccc(C(=O)N1CCN(C)CC1)c2=O)c1ccc(Cl)cc1,ippidb,4.8689,6,2,6,6,681.598,6.34,6.15
CN(C)c1cccc(c1)-c1cc(C(O)=O)c(-c2cccc(Cl)c2)n1-c1cccc(Cl)c1F,ippidb,7.0214,3,1,5,4,469.343,6.25,6.95
CN1CCN(CCc2c[nH]c3ccccc23)c2ccc(Nc3ccncc3)cc12,ippidb,4.8054,1,2,5,5,383.499,5.48,6.02
CCNC(=O)c1nc(CC(C)(C)C)n(c1-c1ccc(Cl)cc1OC)-c1cc(Cl)ccc1C,ippidb,6.50142,3,1,6,3,474.432,5.2,5.88
C(Cc1c[nH]c2ccccc12)Nc1ccc(Nc2ccncc2)cc1,ippidb,4.9611,1,3,6,4,328.419,7,6.84
Cc1cccc(n1)-c1nc(C(O)=O)c(-c2cccc(Cl)c2)n1-c1cc(Cl)ccc1C,ippidb,6.22314,4,1,4,4,438.314,6.92,6.6
C[C@@H](N1[C@@H](c2ccc(Cl)cc2)C(=O)N(CC(=O)N2CCNCC2)c2ccc(I)cc2C1=O)c1ccc(Cl)cc1N,ippidb,4.9033,3,4,5,5,692.385,5.81,5.86
Cc1ccc(cc1C)-c1nc(-c2nn[nH]n2)c(-c2cccc(Cl)c2)n1-c1cc(Cl)ccc1C,ippidb,6.61846,4,3,4,5,475.383,6.46,6.92
NC(=O)Cc1ccc(Cl)c(F)c1-n1c(nc(C(N)=O)c1-c1ccc(F)c(Cl)c1)C1CCCCC1,ippidb,5.2987,5,2,6,4,507.368,8.15,7.7
Clc1cccc(c1)-c1c(nc(-c2ccccc2)n1-c1cccc(Cl)c1)C(=O)NCCN1CCOCC1,ippidb,5.5751,3,2,7,5,521.448,5.49,6.14
CC(C)C1=C(SC2=N[C@](C)([C@H](N12)c1ccc(Cl)cc1)c1ccc(Cl)cc1)C(=O)N1C[C@@H](O)C[C@H]1C(=O)N(C)C,ippidb,5.2859,3,4,5,5,587.573,7.74,7.25
CN1c2ncnn2[C@H](C2=C1c1cccc(Cl)c1O[C@@H]2c1ccc(Br)cc1)c1ccc(Br)cc1,ippidb,7.0407,3,0,2,6,584.699,5.46,5.02
CO[C@@H](C)c1cc(Nc2ccc(NCCc3c[nH]c4ccccc34)cc2)ccn1,ippidb,5.6685,2,3,8,4,386.499,6,6.07
OCc1cc(Nc2ccc3N(CCc4c[nH]c5ccccc45)C[C@H](Oc3c2)c2ccoc2)ccn1,ippidb,5.5746,3,3,7,6,466.541,5.52,5.79
CC(C)C1=C(SC2=N[C@](C)([C@@H](N12)c1ccc(Cl)cc1)c1ccc(Cl)cc1)C(=O)N1CCN(C)[C@@H](C)C1,ippidb,6.3984,1,3,4,5,543.564,7.89,6.7
OCc1cc(Nc2ccc3N(CCc4c[nH]c5ccccc45)CCCc3c2)ccn1,ippidb,4.7941,2,3,6,5,398.51,5.85,6.06
OC(=O)c1nc(-c2ccccc2)n(c1-c1cccc(Cl)c1)-c1ccc(F)c(Cl)c1,ippidb,6.3504,4,1,4,4,427.262,6.48,5.77
CCOC(=O)c1nc(CC(C)(C)C)n(c1-c1ccc(F)c(Cl)c1)-c1cc(Cl)ccc1C,ippidb,7.05892,4,0,5,3,463.38,5.91,7.01
Fc1cc2c(c[nH]c2cc1Cl)-c1c(ncn1Cc1ccc2cc[nH]c2c1)-c1ccccc1,ippidb,7.0205,2,2,4,6,440.909,5.14,5.78
CCOc1cc(ccc1C1=N[C@H]([C@H](N1C(=O)N1CCN(CC(=O)N2CCOCC2)CC1)c1ccc(Cl)cc1)c1ccc(Cl)cc1)C#CC(C)(C)C,ippidb,6.9309,4,4,7,6,730.737,6.26,7.17
CC[C@@H]1CC[C@H](N1C(=O)C1=C(C(C)C)N2[C@H](c3ccc(Cl)cc3)[C@@](C)(N=C2S1)c1ccc(Cl)cc1)C(=O)N1CCN(CC1)C(C)=O,ippidb,6.6962,3,4,6,6,682.718,7.7,7.19
CCCN1C(=O)c2ccccc2[C@]1(OCc1cc(OC)c(O)c(OC)c1)c1ccc(Cl)cc1,ippidb,5.3465,5,2,8,4,467.949,5.28,5.14
OC[C@@H](Cc1c[nH]c2ccccc12)Nc1ccc(Nc2ccncc2)cc1,ippidb,4.322,2,4,7,4,358.445,6.8,6.78
Cc1[nH]c2ccccc2c1CCNc1c(Cl)cc(Nc2ccnc(CO)c2)cc1Cl,ippidb,6.06862,2,4,7,4,441.362,5.52,6.41
OC[C@@H](O)CCNC(=O)[C@@H]1N[C@H](CC2CCCC2)[C@@]2([C@H]1c1ccc(F)c(Cl)c1)C(=O)Nc1cc(Cl)c(F)cc21,ippidb,4.0255,6,5,8,5,582.475,6.71,6.54
CC(C)Cc1nc(C(O)=O)c(-c2cccc(Cl)c2)n1-c1cccc(Cl)c1,ippidb,5.7428,3,1,5,3,389.282,5.76,6.77
CCOc1cc(Cl)c(cc1C1=N[C@H]([C@H](N1C(=O)N1CCN(CCS(C)(=O)=O)CC1)c1ccc(Cl)cc1)c1ccc(Cl)cc1)S(=O)(=O)N1CCCC1,ippidb,6.157,6,3,10,6,797.227,8.3,7.11
OC(=O)c1nc(-c2ccccc2Cl)n(c1-c1cccc(Cl)c1)-c1cccc(Cl)c1,ippidb,6.8647,3,1,4,4,443.717,4.55,5.83
COC(=O)c1cccc(c1)S(=O)(=O)N1[C@@H]([C@H](c2ccc(Cl)cc2)n2c1ccc(C(=O)N1CCN(CCn3ccnc3)CC1)c2=O)c1ccc(Cl)cc1,ippidb,5.1358,7,2,9,7,761.688,6.17,6.85
COc1ccc(Cl)cc1-c1c(nc(-c2cccc(C)n2)n1-c1cccc(Cl)c1F)C(N)=O,ippidb,5.46312,5,1,5,4,471.319,6.35,6.96
OC(=O)[C@@H](N1[C@@H](c2cc3ccccc3[nH]2)C(=O)Nc2ccc(I)cc2C1=O)c1ccc(Cl)cc1,ippidb,5.3874,4,4,4,5,585.785,5.1,5.45
COc1ccc(Cl)cc1-c1c(nc(-c2ccc(C)c(C)c2)n1-c1cc(Cl)ccc1C)C(N)=O,ippidb,6.54586,3,1,5,4,480.395,5.74,5.95
NC(=O)c1cc(-c2ccccc2)n(c1-c1ccc(F)c(Cl)c1)-c1cc(Cl)ccc1CCO,ippidb,5.8909,3,2,6,4,469.343,7.92,6.11
COc1ccc2nc(C)cc(Nc3ccc(NCCc4c[nH]c5ccccc45)cc3)c2c1,ippidb,6.43132,2,3,7,5,422.532,7,6.98
Fc1c(Cl)cccc1-c1c(nc(C2CCCCC2)n1-c1cc(Cl)cc(c1)C(=O)NCCN1CCOCC1)-c1nnn[nH]1,ippidb,5.275,7,5,8,6,613.525,7.49,7.04
O=N(=O)c1cccc2c(Nc3ccc(NCCc4c[nH]c5ccccc45)cc3)ccnc12,ippidb,6.0225,1,3,7,5,423.476,6.4,6.98
CCOc1cc(Cl)c(cc1C1=N[C@H]([C@H](N1C(=O)N1CCNC(=O)C1)c1ccc(Cl)cc1)c1ccc(Cl)cc1)C#N,ippidb,6.01378,3,3,5,5,596.902,6.82,7.29
Fc1ccc(cc1Cl)-c1c(nc(-c2ccc3cc[nH]c3c2)n1-c1cccc(Cl)c1F)-c1nn[nH]n1,ippidb,6.4527,6,4,4,6,508.319,8.8,8.09
CCC(CC)[C@@H]1N[C@H]([C@H](c2cccc(Cl)c2)[C@@]1(C#N)c1ccc(Cl)cc1)C(=O)NCC[C@H](O)CO,ippidb,4.17468,3,4,10,3,518.485,6.22,6.76
CN(C)CCCN(C)Cc1ccc(Cl)cc1-c1c(nc(-c2ccccc2)n1-c1cccc(Cl)c1F)C(O)=O,ippidb,6.7339,4,3,10,4,555.481,6.17,7.02
CC(C)(C)C[C@H]1N[C@H]([C@H](c2ccc(F)c(Cl)c2)[C@@]11C(=O)Nc2cc(Cl)c(F)cc12)C(=O)NCC[C@H]1CC[C@@H](O)C1,ippidb,5.6892,5,4,6,5,594.53,7.26,6.58
