SMILES,database,MolLogP,Acceptor_Count,Donor_Count,NumRotatableBonds,RingCount,MolWt,Experimental IC50 (log10),pdCSM-PPI
CN(C)C(=O)Oc1ccc(C[C@H](Nc2nc(ncc2c3ccccc3C)N(C)C4CCCCC4)C(=O)O)cc1,timbal,5.38912,6,3,9,4,531.657,7.69897000433602,7.82
Cn1cc(C(=O)Nc2cc(Cl)c(CC(=O)N3C[C@@H](O)C[C@H]3CO[C@@H]4CC[C@H](CC4)C(=O)O)cc2Cl)c5ccccc15,timbal,4.9017,6,4,8,5,602.515,7.15490195998574,7.09
NC(=N)NCCC[C@@H]1NC(=O)CNC(=O)[C@@H](Cc2ccccc2)SC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O)C(=O)O,timbal,-3.14613,9,10,9,2,636.688,7.53760200210104,8.08
COc1ccnc(NC[C@@H]2C[C@H](CN2C(=O)CC(C)(C)C)OCC(=O)NC[C@H](NC(=O)c3c(C)cc(C)cc3C)C(=O)O)c1,timbal,2.84906,8,5,13,3,611.74,5.48148606012211,6.42
OC(=O)C[C@H](NC(=O)CN1CCC(CCc2ccc3CCCNc3n2)C1=O)c4cnc5ccccc5c4,timbal,3.1012,6,4,9,5,501.587,6.11013827874181,7.31
OC(=O)[C@H](Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)\N=C/3\C(\C(=C3O)O)=N\CCC(F)(F)F,timbal,3.3772,6,4,8,3,545.301,7.04575749056068,8.2
Cc1cc(C)c(c(C)c1)S(=O)(=O)N[C@@H](CNC(=O)C2=NO[C@]3(C[C@@H](CNC4NC=CN4)N(C3)C(=O)OCc5ccccc5)C2)C(=O)O,timbal,0.92296,8,7,12,5,669.761,5.03621217265444,7.18
CN1CCNc2nc(CCOc3cc(CC(CC(=O)O)c4ccc5OCOc5c4)nn3C)ccc12,timbal,2.828,7,2,9,5,479.537,8.58838029403677,8.18
N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,timbal,-3.0393,8,9,15,1,509.52,7.15490195998574,6.43
OC(=O)[C@H](CNC(=O)c1cccs1)NC(=O)c2c(Cl)cc3CN(CCc3c2Cl)C(=O)c4ccc5ccoc5c4,timbal,4.6126,5,4,7,5,586.453,8.30102999566398,7.38
Cc1ccc(F)cc1Nc2oc3cc(CC(=O)N4C[C@@H](F)C[C@H]4CO[C@@H]5CC[C@H](CC5)C(=O)O)ccc3n2,timbal,5.16042,7,3,8,5,527.568,8.35654732351381,7.14
COC1=C(C(=O)N(C)N=C1)c2ccc(C[C@H](NC(=O)OC(C)(C)C)C(=O)O)cc2,timbal,1.9763,7,2,6,2,403.435,6.09151498112135,7.02
Cc1ccc(cc1)S(=O)(=O)NC(CNC(=O)c2cc3cc(OCCO\N=C(/N)\NC(=O)OC(C)(C)C)ccc3[nH]2)C(=O)O,timbal,1.78762,9,6,12,3,618.669,6.88605664769316,7.8
NC(=N)NOCCOc1ccc2[nH]c(cc2c1)C(=O)NCC(NS(=O)(=O)c3ccccc3)C(=O)O,timbal,0.12287,7,7,12,3,504.525,6,7.55
COC(=O)N1C[C@]2(C[C@H]1CNc3nc4ccccc4[nH]3)CC(=NO2)C(=O)NC[C@H](NS(=O)(=O)c5c(C)cc(C)cc5C)C(=O)O,timbal,1.80376,9,7,10,5,641.707,8.85387196432176,7.22
OC(=O)C[C@@H]1Cc2ccc(OCCCNc3ccccn3)cc2Cc4ccccc14,timbal,4.6678,4,2,8,4,402.494,7.22184874961636,7.13
CCOc1ccc(cc1F)[C@H](CC(=O)O)NC(=O)CN2CC[C@H](CCc3ccc4CCCNc4n3)C2=O,timbal,3.0908,7,4,11,4,512.582,9.50863830616573,7.7
NCCCC[C@H](N)C(=O)N1CCCC(C1)C(=O)NCCC(=O)O,timbal,-0.7278,4,5,9,1,328.413,6.11918640771921,6.09
OC(=O)CCNC(=O)[C@@H]1CCCN(C1)C(=O)CCC2CCNCC2,timbal,0.5957,4,4,7,2,339.436,8.31875876262441,7.9
Cc1cccc(c1NC(=O)Nc2ccc(cc2)CC(=O)Nc3ccc(c(c3)CCC(=O)NCCCCCCCCCCCCN)OCC(=O)O)C,timbal,7.50054,6,6,23,3,701.909,3.9100948885606,6.44
CC(=O)NC[C@H](NC(=O)c1c(Cl)cc2CN(CCc2c1Cl)C(=O)c3ccc(Cl)cc3)C(=O)O,timbal,3.1644,5,4,6,3,512.777,6.20760831050175,6.8
CC(C)C[C@H](NC(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1)c3nc(CCC(=O)O)cs3,timbal,5.55882,5,4,11,3,508.644,6.09691001300806,8.35
CC(C)n1cnc(C[C@H](NC(=O)c2c(Cl)cc3CN(CCc3c2Cl)C(=O)c4ccc(Cl)cc4)C(=O)O)c1,timbal,5.0484,5,3,7,4,563.869,6.76955107862173,7.24
CC(C)n1cc(C[C@H](NC(=O)c2c(Cl)cc3CN(CCc3c2Cl)C(=O)c4ccc(Cl)cc4)C(=O)O)nn1,timbal,4.4434,6,3,7,4,564.857,7.22914798835786,6.56
NC(=N)Nc1cccc(c1)C(=O)NNC(=O)N[C@@H](CC(=O)O)C(=O)N,timbal,-1.73543,5,8,6,1,351.323,6.82390874094432,5.8
OC(=O)[C@@H](CNC(=O)c1ccc2cn(CCCNC3=NCCN3)nc2c1)NC(=O)OCc4ccccc4,timbal,1.0846,6,5,11,4,507.551,7.60205999132796,7.19
C[C@@H](CC(=O)O)N1CC(=O)N(c2c(Cl)cc(cc2C1=O)C#Cc3ccc(cc3)C(=N)N)C(C)(C)C,timbal,3.47437,4,4,4,3,494.979,7.22184874961636,7.06
OC(=O)C[C@H](NC(=O)[C@@H]1CCCN(C1)C(=O)CCC2CCNCC2)c3cnc(Cl)c(Cl)c3,timbal,3.0388,5,4,8,3,485.412,9.46852108295774,9.64
NC(=N)NCCC[C@@H]1NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O,timbal,-6.35246,10,14,12,1,656.658,6.49485002168009,6.87
OC(=O)C(CNC(=O)CCCCc1ccc2CCCNc2n1)c3ccccc3,timbal,3.1371,4,3,9,3,381.476,7.24108810760203,7.78
OC(=O)C[C@H](NC(=O)[C@@H]1CCCN(C1)C(=O)CCC2CCNCC2)c3cncc(Br)c3,timbal,2.4945,5,4,8,3,495.418,9.67778070526608,9.35
NC(=N)NCCC[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)CSC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O)C(=O)O,timbal,-2.66483,9,11,9,3,675.725,8.39794000867204,7.07
CC(C)C[C@H](NC(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1)C(=O)N3CCCCC3C(=O)O,timbal,4.17812,5,5,9,3,508.619,5,6.21
CC(C)(C)C#C[C@H](CC(=O)O)NC(=O)[C@@H]1CCCN(C1)C(=O)CCC2CCNCC2,timbal,2.0138,4,4,7,2,419.566,8.2518119729938,7.2
OC(=O)CCNC(=O)CNC(=O)CCCc1ccc2CCCNc2n1,timbal,0.4695,5,4,9,2,348.403,6.95467702121334,7.4
CC(C)[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC1=O,timbal,-2.30793,7,9,9,2,574.639,8,6.72
OC[C@@H]1NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H]2CCCN2C1=O)C(=O)O)NC(=O)c3cccc4cc(O)ccc34,timbal,0.0763,8,7,4,4,576.653,5.95860731484177,6.44
NC(=N)c1ccc2oc(cc2c1)C(=O)NCCC(=O)NC(CC(=O)O)c3ccccc3,timbal,2.16897,4,5,9,3,422.441,4.22184874961636,6.92
OC(=O)[C@H](Cc1ccc(NC(=O)c2c(Cl)cccc2Cl)cc1)NC(=O)[C@@H]3CCC(=O)N3Cc4ccccc4,timbal,4.5488,5,4,9,4,554.43,9.43179827593301,7.09
CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N[C@@H](CNC(=O)CCCCc3ccc4CCCNc4n3)C(=O)O)C(=O)C2,timbal,2.0367,7,4,12,4,534.679,10,8.41
OC(=O)C[C@@H](NC(=O)CNC(=O)c1cc(O)cc(NC2=NCC(F)(F)CN2)c1)c3cc(Cl)cc(Br)c3O,timbal,2.5821,6,7,8,3,604.792,5.13918303613546,6.38
Cc1ccc(cc1)S(=O)(=O)N[C@@H](CNC(=O)CCCCc2ccc3CCCNc3n2)C(=O)O,timbal,2.00882,6,4,11,3,474.583,9.39794000867204,8.64
COc1ccccc1c2ccc(C[C@H](NC(=O)[C@H]3CSCN3S(=O)(=O)C)C(=O)O)cc2,timbal,1.8086,6,2,8,3,464.565,9.4089353929735,7.47
O[C@H]1CCN([C@@H]1C(=O)N[C@@H](Cc2ccc(cc2)c3ccccc3C#N)C(=O)O)S(=O)(=O)c4cc(Cl)cc(Cl)c4,timbal,3.46808,6,3,8,4,588.469,10,6.68
COc1ccccc1c2ccc(C[C@H](NC(=O)[C@H]3CSCN3)C(=O)O)cc2,timbal,2.1366,4,3,7,3,386.473,8.08618614761628,7.88
COc1ccccc1c2ccc(C[C@H](NC(=O)[C@H]3CSCN3S(=O)(=O)c4cc(Cl)cc(Cl)c4)C(=O)O)cc2,timbal,4.5447,6,2,9,4,595.526,6.79588001734408,8.66
NC(=N)c1ccc(cc1)N2CCC3(CCC(CC3)C(=O)NCCCC(=O)O)CC2,timbal,2.72847,3,4,7,3,400.523,5.30102999566398,5.74
OC(=O)[C@H](CCCCCCCc1ccc2CCCNc2n1)NC(=O)Cc3ccccc3,timbal,4.1349,4,3,12,3,423.557,7.28735029837279,7.6
O=C1NC(=O)\C(=C\c2ccccc2)\C(=O)N1c3ccccc3,timbal,2.353,3,1,2,3,292.294,5.65757731917779,5.91
OC(=O)\C(=C/c1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)\NC(=O)c3cccnc3Cl,timbal,4.5446,6,3,6,3,491.718,5.07058107428571,7.78
OC(=O)CC(Cc1csc(CCCc2ccc3CCCNc3n2)n1)c4cnc(s4)c5ccc(Cl)cc5,timbal,6.6494,5,2,10,5,539.126,5.36643055744591,7.12
CC(C)C[C@H](NC(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1)c3ncc(CCC(=O)O)s3,timbal,5.55882,5,4,11,3,508.644,9.60205999132796,6.39
Cc1ccc(cn1)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN(C2)C(=O)CCC3CCNCC3,timbal,2.04042,5,4,8,3,430.549,9.88605664769316,8.81
Nc1cccc(CCc2ccc(cc2)C(=O)NC[C@H](NS(=O)(=O)c3ccccc3)C(=O)O)n1,timbal,1.6105,6,4,10,3,468.535,5.79588001734408,7.49
CC(=O)N1CCN(CC1)C(=O)\C=C\c2ccc(Sc3ccc4OC(COc4c3)C(=O)O)c(Cl)c2,timbal,3.4195,6,3,5,4,502.976,5.92081875395238,6.06
OC(=O)CCN1CCS[C@H](CC(=O)O)C(=O)N[C@@H](Cc2ccc(O)cc2)C1=O,timbal,0.3129,7,5,7,2,410.448,5.30102999566398,6.12
NC(=N)c1ccc(cc1)C(=O)N2CCC3(CCN(CC3)C(=O)CCC(=O)O)CC2,timbal,1.68027,4,5,5,3,400.479,4.82390874094432,5.44
COc1cccc(OC)c1c2ccc(CC(Nc3cccc(c3)C#N)C(=O)O)cc2,timbal,4.35028,4,2,8,3,402.45,5.36051351073141,7.35
OC(=O)[C@@H]1CC[C@H](CC1)OC[C@@H]2C[C@H](F)CN2C(=O)Cc3ccc(NC(=O)N4CCc5ccccc45)c(Cl)c3,timbal,5.0761,6,3,7,5,558.05,7.08092190762393,7.32
CC(=O)N1CCN(CC1)C(=O)\C=C\c2ccc(Sc3ccc4[nH]ccc4c3)c(Cl)c2,timbal,4.6764,2,3,4,4,439.968,7.69897000433602,6.59
COc1ccccc1c2ccc(C[C@H](NC(=O)C3(CCCC3)c4ccc(C)nc4)C(=O)O)cc2,timbal,4.68952,5,2,8,4,458.558,7.44009337496389,7.16
C[C@]1(CCCN1S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)N[C@@H](Cc3ccc(cc3)c4cccc(c4)C#N)C(=O)O,timbal,4.88738,5,2,8,4,586.497,5.94279048749221,9.29
COc1cccc(OC)c1c2ccc(CC(Nc3cccc(c3)S(=O)(=O)N4CCCC4)C(=O)O)cc2,timbal,4.2631,6,2,10,4,510.612,7.92081875395238,8.44
N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)NC(CO)C(=O)O,timbal,-4.78563,8,10,14,0,433.422,4.25963731050576,6.52
CC(C)C[C@@H](CC(=O)N[C@@H](CC(=O)O)c1ccccc1)NC(=O)Cc2ccc(NC(=O)Nc3ccccc3C)cc2,timbal,5.43472,5,5,13,3,558.679,5.13667713987954,5.62
OC(=O)COC1CCN(CC1)C(=O)N2CCC3(CC2)CCN(CC3)c4ccncc4,timbal,2.4496,5,3,4,4,416.522,6.67778070526608,7.7
CC(=O)N1CCN(CC1)C(=O)\C=C\c2ccc(Sc3ccc4OCCOc4c3)c(Cl)c2,timbal,3.9663,4,2,4,4,458.967,7.39794000867204,7.68
Cc1ccccc1NC(=O)Nc2ccc(CC(=O)Nc3cccc(c3)C(=O)NCC(=O)O)cc2,timbal,3.63462,5,5,8,3,460.49,5.92081875395238,6.62
C[C@H](CC(=O)O)NC(=O)N1CCC2(CC1)CCN(C2=O)c3ccc(cc3)C(=N)N,timbal,1.36237,4,5,5,3,401.467,8.30102999566398,7.02
OC(=O)C[C@H](NC(=O)[C@@H]1CCCN(C1)C(=O)\C=C\C2CCNCC2)c3cccnc3,timbal,1.508,5,4,7,3,414.506,9.09151498112135,9.22
CCCC[C@H](NC(=O)[C@@H]1Cc2ccccc2CN1S(=O)(=O)c3ccc(OC)c(OC)c3)C(=O)O,timbal,2.579,7,2,10,3,490.578,9.27572413039921,7.05
NC(=N)c1ccc(cc1)C(=O)Nc2ccc3CCC(CC(=O)O)Cc3c2,timbal,2.80257,3,4,5,3,351.406,9.92081875395238,6.69
NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)O,timbal,-5.66943,9,11,16,0,490.474,6.87614835903291,6.29
CCOC(=O)COC1CCN(CC1)C(=O)[C@H](C)NC(=O)c2ccc(cc2)C(=N)N,timbal,0.65967,5,4,8,2,404.467,6.78781239559604,7.13
Cc1ccc(cc1)S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](CC(=O)O)C(=O)NCc3ccccc3,timbal,0.17209,7,8,15,3,629.74,6.82390874094432,7
OC(=O)\C(=C\c1ccc(OCc2c(Cl)cccc2Cl)cc1)\NC(=O)c3cccnc3Cl,timbal,5.4763,5,2,7,3,477.731,6.65757731917779,7.01
OC(=O)[C@H](Cc1ccc(cc1)N2C(=O)CC(Cc3ccccc3)C2=O)NC(=O)[C@@H]4CCC(=O)N4Cc5ccccc5,timbal,3.1119,6,3,10,5,553.615,9.0268721464003,6.8
CCCC1SC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC1=O)C(=O)O,timbal,-3.7984,9,9,9,1,588.644,7.67778070526608,7.95
C[C@@H](CC(=O)O)CC(=O)N1CCC2(CC1)CCN(C2=O)c3ccc(cc3)C(=N)N,timbal,1.81707,4,4,6,3,400.479,8.39794000867204,5.87
CCN(CC)C1=C(N[C@@H](Cc2ccc(cc2)c3c(OC)cccc3OC)C(=O)O)C(=O)C1=O,timbal,2.9208,6,2,11,3,452.507,9.22184874961636,7.45
CCCS(=O)(=O)c1cc(N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)ncn1,timbal,3.7222,8,3,10,3,538.413,9,7.19
OC(=O)[C@@H]1CC[C@H](CC1)OC[C@@H]2C[C@H](F)CN2C(=O)Cc3ccc(NC(=O)c4nccc5ccccc45)c(Cl)c3,timbal,5.282,7,3,8,5,568.045,6.37882371822496,7.78
CC(C)C[C@H](NC(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1)c3cc(CCC(=O)O)on3,timbal,5.09032,5,4,11,3,492.576,7.56863623584101,6.67
C[C@H](O)[C@H]1Nc2cccc(CCSC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC1=O)C(=O)O)c2,timbal,-2.6793,9,10,8,2,652.731,8.15490195998574,7.45
CC(C)NCCCNC(=O)c1cnn(c2nc(cs2)c3cccc(c3)C(F)(F)F)c1C(F)(F)F,timbal,5.1513,3,2,8,3,505.488,4.95078197732982,4.81
COc1cccc(OC)c1c2ccc(C[C@H](NC(=O)[C@@H]3CCCN3c4ccccn4)C(=O)O)cc2,timbal,3.5467,6,2,9,4,475.545,8.72124639904717,7.16
COc1cc(OC)cc(c1)[C@@]2(CCCO2)C(=O)N[C@@H](Cc3ccc(cc3)c4c(OC)cccc4OC)C(=O)O,timbal,4.2058,8,2,11,4,535.593,8.82973828460504,7.88
OC(=O)C[C@H](NC(=O)CCCCc1ccc2CCCNc2n1)c3ccc4CCOc4c3,timbal,3.4196,5,3,9,4,423.513,8.52287874528034,8.24
COc1ccccc1c2ccc(C[C@H](NC(=O)C3CCCCO3)C(=O)O)cc2,timbal,3.0432,5,2,7,3,383.444,8.30980391997149,7.61
CC(C)[C@H]1NC(=O)C(Cc2ccccc2)NC(=O)C(CC(=O)O)NC(=O)NNC(=O)C(CCCN=C(N)N)NC1=O,timbal,-2.4196,7,9,9,2,575.627,8.52287874528034,6.23
CC(C)(C)C(=O)N\C(=C\c1ccc(NC(=O)c2c(Cl)cccc2Cl)cc1)\C(=O)O,timbal,4.8335,4,3,5,2,435.307,7.09691001300806,6.65
OC(=O)C[C@H](NC(=O)[C@@H]1CCCN(C1)C(=O)CCC2CCNCC2)C#Cc3ccccc3,timbal,2.016,4,4,7,3,439.556,9.53760200210104,8.51
Oc1onc(n1)[C@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)NC(=O)[C@@H]4CCCN4S(=O)(=O)c5cc(Cl)cc(Cl)c5,timbal,5.2894,8,3,9,5,700.388,7.92081875395238,7.49
OC(=O)C[C@H](NC(=O)[C@@H]1CCCN(C1)C(=O)CCC2CCNCC2)c3cncc(c3)C#Cc4ccccc4,timbal,3.1318,5,4,8,4,516.642,9.07058107428571,8.37
OC(=O)[C@H](Cc1ccc2oc(nc2c1)c3c(Cl)cccc3Cl)NC(=O)c4c(Cl)cncc4Cl,timbal,5.9291,5,2,6,4,525.175,8.36653154442041,6.13
Nc1cc(C[C@H](NS(=O)(=O)c2cccc(c2)C(F)(F)F)C(=O)O)ccc1OCCCCNC3=NCCCN3,timbal,2.3597,5,5,12,3,557.595,6.99567862621736,8.18
CC(=O)N1CSC[C@H]1C(=O)N\C(=C\c2ccc(OCc3ccccc3)cc2)\C(=O)O,timbal,2.7287,5,3,7,3,426.494,4.69897000433602,5.17
OC(=O)CC1CC1c2ccc(OCCc3ccc4CCCNc4n3)c(F)c2,timbal,3.7785,5,2,7,4,370.424,8.52287874528034,7.82
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]2CSSC[C@H](NC(=O)c3ccc(CNC2=O)cc3)C(=O)O,timbal,0.6412,6,6,5,4,518.617,6.3767507096021,7.02
OC(=O)[C@@H]1CC[C@H](CC1)OC[C@@H]2C[C@H](F)CN2C(=O)Cc3cc(Cl)c(NC(=O)c4nsc5ccccc45)cc3F,timbal,5.4826,8,3,8,5,592.064,6.75448733218585,6.87
CN1N=CC(=C(C1=O)c2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)N4CCCC4,timbal,3.78,5,2,7,4,515.397,7.79588001734408,7.37
CC(=O)N1CSCC1C(=O)N\C(=C\c2ccc(OCc3c(Cl)cccc3Cl)cc2)\C(=O)O,timbal,4.0355,5,3,7,3,495.384,4.08092190762393,5.25
CC(=O)N1CC[C@H]([C@@H]1C(=O)N[C@H]2CSSC[C@H](NC(=O)[C@@H]3CCCN3C(=O)[C@H](CO)NC2=O)C(=O)O)c4ccc(O)cc4,timbal,-0.9861,9,8,5,4,637.737,9.30102999566398,6.85
CSCCC1(CCCC1)C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cccc3Cl)cc2)C(=O)O,timbal,5.6711,4,3,10,3,523.482,7.20760831050175,7.62
CCOC(=O)COC1CCN(CC1)C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c3ccc(cc3)C(=N)N,timbal,1.58807,6,5,10,3,496.564,7.29242982390206,6.02
c1ccc(cc1)S(=O)(=O)NC(CNC(=O)c2ccc(s2)c3cccc(c3)NC(=N)N)C(=O)O,timbal,1.88197,5,6,9,3,487.563,7.02227639471115,9.42
OC(=O)[C@H](Cc1ccc2nc(oc2c1)c3c(Cl)cccc3Cl)NC(=O)[C@@H]4CCN4S(=O)(=O)c5cc(Cl)cc(Cl)c5,timbal,5.6835,6,2,8,5,643.332,7.48148606012211,7.81
OC(=O)CC(Cc1onc(CCCc2ccc3CCCNc3n2)n1)c4ccc5CCOc5c4,timbal,3.7339,6,2,9,5,448.523,9.20065945054642,7.54
COc1cccc(OC)c1c2ccc(CC(Nc3ccc(cc3)S(=O)(=O)c4ccccc4)C(=O)O)cc2,timbal,5.3114,6,2,10,4,517.603,6.61978875828839,6.68
OC(=O)CC(Cc1ccc(OCCCNc2ccccn2)cc1)c3cccnc3,timbal,4.1586,5,2,11,3,391.471,9.30102999566398,7.28
CCCS(=O)(=O)c1cc(NC(Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)ncc1C(=O)O,timbal,4.0254,9,4,11,3,581.434,7.04575749056068,7.81
CCCN(C(=O)CC(=O)O)C1=C(C)CC(N(Cc2ccc(N)cc2)C1=O)c3ccccc3,timbal,3.7297,4,4,8,3,435.524,6.22184874961636,6.89
COc1ccccc1c2ccc(C[C@H](NC(=O)[C@H]3CSCN3C(=O)C)C(=O)O)cc2,timbal,2.3955,5,3,7,3,428.51,9.69897000433602,7.79
OC(=O)C[C@H](Cc1onc(CCCCNc2cc(ccn2)N3CCOCC3)n1)c4ccc5OCOc5c4,timbal,3.2657,8,2,12,5,509.563,7.76955107862173,7.88
OC(=O)CC(Cc1onc(CCCc2ccc3CCCNc3n2)n1)c4cnc(s4)C5CC5,timbal,4.1329,6,2,10,5,453.568,9.22184874961636,8.68
c1ccc(cc1)S(=O)(=O)NC(CNC(=O)c2ccc(s2)c3cccc(c3)CNC(=N)N)C(=O)O,timbal,1.55967,5,6,10,3,501.59,8.65757731917779,8.4
OC(=O)CCC1CC1c2ccc(OCCc3ccc4CCCNc4n3)nc2,timbal,3.4245,5,2,8,4,367.449,6.80687540164554,8
OC(=O)CCN1CCC2(CCC(CC2)C(=O)N3CCN(CC3)c4ccncc4)CC1,timbal,2.4773,4,3,5,4,414.55,5.46218090492673,5.55
NC(=N)NCCC[C@@H]1NC(=O)[C@H]2CCCN2C(=O)CSC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O)C(=O)O,timbal,-3.88263,9,10,7,2,586.628,7.94309514866353,7.75
FC(F)(F)C(=O)NC(=O)[C@H](Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)NC(=O)[C@@H]3CCCN3S(=O)(=O)c4cc(Cl)cc(Cl)c4,timbal,5.0332,7,3,9,4,755.386,8,7.38
CNC(=O)[C@H](Cc1ccc2ccccc2c1)N3CCC(=O)N(CCc4cnc5ccccc5c4)[C@@H](CC(C)C)C3=O,timbal,4.7634,4,3,9,5,550.703,6.05060999335509,5.69
NC(=N)NCCC[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CSC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O)C(=O)N,timbal,-4.03983,9,11,9,2,651.703,8.60205999132796,8.06
OC(=O)C[C@@H](NC(=O)CNC(=O)c1cccc(NC2=NCCCN2)c1)c3cc(Br)cc(Br)c3O,timbal,2.7404,5,6,8,3,597.264,8.39794000867204,8.5
OC(=O)[C@H](CNC(=O)C1=NOC(CCCCNc2ncc[nH]2)C1)NS(=O)(=O)c3c(Cl)cccc3Cl,timbal,1.9915,7,6,13,3,547.421,7.74472749489669,7
Cc1cc(C)c(c(C)c1)S(=O)(=O)N[C@@H](CNC(=O)C2=NOC(CCNc3ncc[nH]3)C2)C(=O)O,timbal,0.82976,7,6,11,3,492.558,6.97469413473523,7.38
Cc1cccc2[nH]c(Nc3ccc(cc3)C(=O)N[C@H](CCCCNC(=O)\C=C\c4cccnc4)C(=O)N[C@H](CCCC(=O)O)C(=O)NC5(CCCCC5)C(=O)N)nc12,timbal,4.15232,9,9,20,5,793.926,7.56066730616974,8.89
COc1cccc(OC)c1c2ccc(C[C@H](NC(=O)[C@@]3(CC(C)C)CCCO3)C(=O)O)cc2,timbal,4.078,6,2,10,3,455.551,7.65169513695184,7.02
Cc1onc(C)c1S(=O)(=O)N[C@@H](CNC(=O)C2=NOC(CCCCNc3ncc[nH]3)C2)C(=O)O,timbal,0.28954,8,6,13,3,497.534,7.13667713987954,7.14
CCCC(C)\N=C/1\C(\C(=C1O)O)=N\[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O,timbal,3.6134,6,4,9,3,519.385,7.30102999566398,8.93
COc1ccnc(NC[C@@H]2C[C@H](CN2C(=O)OCc3ccccc3)OCC(=O)NC[C@H](NC(=O)c4c(C)cc(C)cc4C)C(=O)O)c1,timbal,3.22306,9,5,14,4,647.729,9.26760624017703,6.54
CC(C)(C)\N=C/1\C(\C(=C1O)O)=N\[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O,timbal,3.2233,6,4,6,3,505.358,8.45593195564972,8.56
COc1ccnc(NC[C@@H]2C[C@H](CN2C(=O)CC(C)(C)C)OCC(=O)NC[C@H](NS(=O)(=O)c3c(C)cc(C)cc3C)C(=O)O)c1,timbal,2.39756,9,5,14,3,647.795,4.95860731484177,8.73
NC(=N)NCCCCOc1ccc(C[C@H](NS(=O)(=O)c2cccc(c2)C(F)(F)F)C(=O)O)cc1N,timbal,1.90387,5,6,12,2,517.53,8.76955107862173,8.08
OC(=O)CC(CCC1CCN(CC1)C(=O)Cc2ccc3CCCNc3n2)c4ccc5OCOc5c4,timbal,3.9882,6,3,8,5,479.577,7.1249387366083,8.91
COc1ccccc1c2ccc(C[C@H](NC(=O)C3(CCCC3)c4ccc[n+]([O-])c4)C(=O)O)cc2,timbal,3.6195,4,2,8,4,460.53,6.74472749489669,7.69
N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CS)C(=O)O,timbal,-4.0578,7,9,14,0,449.49,6,5.7
OC(=O)C[C@H](NC(=O)CN1CC[C@H](CCc2ccc3CCCNc3n2)C1=O)c4ccc5OC(F)(F)Oc5c4,timbal,2.8745,7,4,9,5,530.528,8.23657200643706,7.36
CNC(=O)[C@H](Cc1ccc2ccccc2c1)N3CC(=O)N(Cc4ccc(Br)cc4)[C@@H](CC(C)C)C3=O,timbal,4.5451,3,3,8,4,550.497,5.53017798402184,5.86
